Stock,,,,,,,,,,,,,,,
AAL,,,,,,,,,,,,,,,
ABBV,,,,,,,,,,,,,,,
ABNB,,,,,,,,,,,,,,,
AIZ,,,,,,,,,,,,,,,
ALL,,,,,,,,,,,,,,,
AMGN,,,,,,,,,,,,,,,
AMP,,,,,,,,,,,,,,,
ANET,,,,,,,,,,,,,,,
AON,,,,,,,,,,,,,,,
APA,,,,,,,,,,,,,,,
APD,,,,,,,,,,,,,,,
AVGO,,,,,,,,,,,,,,,
AWK,,,,,,,,,,,,,,,
AXON,,,,,,,,,,,,,,,
BAC,,,,,,,,,,,,,,,
BBY,,,,,,,,,,,,,,,
BDX,,,,,,,,,,,,,,,
BEN,,,,,,,,,,,,,,,
BLK,,,,,,,,,,,,,,,
BR,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,
CAG,,,,,,,,,,,,,,,
CAH,,,,,,,,,,,,,,,
CCL,,,,,,,,,,,,,,,
CFG,,,,,,,,,,,,,,,
CLX,,,,,,,,,,,,,,,
CMCSA,,,,,,,,,,,,,,,
CMG,,,,,,,,,,,,,,,
CMI,,,,,,,,,,,,,,,
CRM,,,,,,,,,,,,,,,
CTRA,,,,,,,,,,,,,,,
CVX,,,,,,,,,,,,,,,
CZR,,,,,,,,,,,,,,,
DAL,,,,,,,,,,,,,,,
DGX,,,,,,,,,,,,,,,
DLTR,,,,,,,,,,,,,,,
DVN,,,,,,,,,,,,,,,
DXCM,,,,,,,,,,,,,,,
ECL,,,,,,,,,,,,,,,
EMN,,,,,,,,,,,,,,,
ES,,,,,,,,,,,,,,,
ETR,,,,,,,,,,,,,,,
EVRG,,,,,,,,,,,,,,,
EXPE,,,,,,,,,,,,,,,
EXR,,,,,,,,,,,,,,,
GILD,,,,,,,,,,,,,,,
GIS,,,,,,,,,,,,,,,
GOOG,,,,,,,,,,,,,,,
GOOGL,,,,,,,,,,,,,,,
HAL,,,,,,,,,,,,,,,
HOLX,,,,,,,,,,,,,,,
HSIC,,,,,,,,,,,,,,,
HST,,,,,,,,,,,,,,,
HUM,,,,,,,,,,,,,,,
HWM,,,,,,,,,,,,,,,
IBM,,,,,,,,,,,,,,,
ICE,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,
INTC,,,,,,,,,,,,,,,
IPG,,,,,,,,,,,,,,,
IR,,,,,,,,,,,,,,,
IRM,,,,,,,,,,,,,,,
IVZ,,,,,,,,,,,,,,,
KMX,,,,,,,,,,,,,,,
LDOS,,,,,,,,,,,,,,,
LHX,,,,,,,,,,,,,,,
LNC,,,,,,,,,,,,,,,
LULU,,,,,,,,,,,,,,,
LUV,,,,,,,,,,,,,,,
LVS,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,
MKC,,,,,,,,,,,,,,,
MKTX,,,,,,,,,,,,,,,
MMM,,,,,,,,,,,,,,,
MO,,,,,,,,,,,,,,,
MOH,,,,,,,,,,,,,,,
MRK,,,,,,,,,,,,,,,
MRNA,,,,,,,,,,,,,,,
MS,,,,,,,,,,,,,,,
MSFT,,,,,,,,,,,,,,,
MTB,,,,,,,,,,,,,,,
MTCH,,,,,,,,,,,,,,,
NRG,,,,,,,,,,,,,,,
NWS,,,,,,,,,,,,,,,
NWSA,,,,,,,,,,,,,,,
OGN,,,,,,,,,,,,,,,
OXY,,,,,,,,,,,,,,,
PANW,,,,,,,,,,,,,,,
PAYC,,,,,,,,,,,,,,,
PEG,,,,,,,,,,,,,,,
PEP,,,,,,,,,,,,,,,
PFE,,,,,,,,,,,,,,,
PG,,,,,,,,,,,,,,,
PM,,,,,,,,,,,,,,,
PPG,,,,,,,,,,,,,,,
PSA,,,,,,,,,,,,,,,
PSX,,,,,,,,,,,,,,,
RCL,,,,,,,,,,,,,,,
SEE,,,,,,,,,,,,,,,
SGEN,,,,,,,,,,,,,,,
SLB,,,,,,,,,,,,,,,
SNPS,,,,,,,,,,,,,,,
SPG,,,,,,,,,,,,,,,
STT,,,,,,,,,,,,,,,
T,,,,,,,,,,,,,,,
TDY,,,,,,,,,,,,,,,
TFX,,,,,,,,,,,,,,,
TRMB,,,,,,,,,,,,,,,
UAL,,,,,,,,,,,,,,,
ULTA,,,,,,,,,,,,,,,
UNP,,,,,,,,,,,,,,,
VRSN,,,,,,,,,,,,,,,
WAT,,,,,,,,,,,,,,,
WBD,,,,,,,,,,,,,,,
WDAY,,,,,,,,,,,,,,,
WDC,,,,,,,,,,,,,,,
WFC,,,,,,,,,,,,,,,
WMB,,,,,,,,,,,,,,,
WST,,,,,,,,,,,,,,,
XOM,,,,,,,,,,,,,,,
ZBH,,,,,,,,,,,,,,,
ZS,,,,,,,,,,,,,,,
